,일자,코스피,코스피200,S&P500,금값,나스닥,넷플릭스,물가지수,상해종합,주택매매가격지수,통화량(십억원),무담보콜금리 전체,담보콜금리전체,CD(91일),국고채(3년),"회사채(3년, AA-)",니케이,실업률,미국달러환율,중국위안환율,일본100엔환율,유로,WTI유가전처리,필라델피아반도체
0,2002-05-01,844.7781818181818,105.9768181818182,1067.14,326.55,1660.3109130859375,1.1358335216840107,78.37,1577.1946614583333,46.91,812805.7,4.26,0.0,4.81,6.3,7.07,11709.62341889881,3.1,1266.06,0.0,1001.56,1160.82,25.31,476.3
1,2002-06-01,785.7472222222223,98.73833333333332,989.82,314.45,1505.4884887695312,1.0380714029073714,77.87,1562.7794494628906,47.118,822108.1,4.31,0.0,4.85,5.93,6.76,10965.8759765625,2.9,1223.47,0.0,993.12,1169.42,26.86,387.6
2,2002-07-01,754.2576190476191,94.7747619047619,911.62,303.55,1346.0854547674005,1.1100000928748737,77.65,1695.6993302055027,47.574,827976.6,4.29,0.0,4.91,5.7,6.59,10352.265242866848,3.0,1185.12,0.0,1003.88,1175.59,27.02,330.9
3,2002-08-01,712.8242857142857,89.50047619047619,916.07,312.75,1327.3604625355113,0.8709739555012096,77.75,1660.5730535333807,48.402,831521.4,4.31,0.0,4.8,5.37,6.23,9751.20458984375,3.2,1196.37,0.0,1004.44,1170.0,28.98,300.2
4,2002-09-01,705.708,88.29350000000001,815.28,323.55,1251.0690063476563,0.8280714511871338,77.91,1619.5807067871094,49.563,842512.0,4.33,0.0,4.81,5.37,6.06,9354.008429276317,2.7,1208.5,0.0,1001.56,1184.33,30.45,238.2
5,2002-10-01,644.9040909090909,80.845,885.76,317.75,1241.9121783712635,0.5602173960727194,78.01,1527.1596069335938,49.811,853092.8,4.33,0.0,4.91,5.39,6.01,8792.495427911932,2.8,1241.13,0.0,1001.05,1217.23,27.22,295.1
6,2002-11-01,678.2038095238096,86.1004761904762,936.31,318.15,1409.1510009765625,0.6841785997152329,78.17,1464.7899576822915,49.853,868756.6,4.31,0.0,4.91,5.29,5.9,8700.328857421875,2.9,1211.91,0.0,997.21,1214.16,26.89,373.5
7,2002-12-01,701.9963157894737,88.8578947368421,879.82,348.05,1387.1519077845985,0.7923129995663961,78.18,1401.165000221946,49.936,875405.5,4.33,0.0,4.9,5.28,5.88,8692.9435546875,3.1,1208.91,0.0,991.85,1232.05,31.2,289.2
8,2003-01-01,633.2242857142857,80.28714285714285,855.7,368.15,1389.5595179966515,0.8511224843206859,78.77,1428.1662536621093,49.894,880250.7,4.3,0.0,4.7,4.96,5.48,8570.733655427632,3.7,1179.27,0.0,993.28,1251.13,33.51,271.7
9,2003-02-01,592.886,75.0315,841.15,349.95,1313.2615774054275,0.9924436305698596,79.19,1501.5376627604169,50.143,883643.0,4.32,0.0,4.54,4.73,5.25,8538.473684210527,3.8,1191.19,0.0,996.78,1283.12,36.6,297.6
10,2003-03-01,552.3357142857143,70.05190476190475,848.18,337.45,1348.5038132440477,1.273129253160386,79.96,1483.482403564453,50.516,892494.8,4.25,0.0,4.76,4.78,5.44,8169.74853515625,3.7,1232.4,0.0,1038.54,1330.93,31.04,296.3
11,2003-04-01,584.0563636363636,74.59,916.92,338.55,1409.8309500558037,1.5061224301656086,79.56,1549.824268687855,50.972,890351.6,4.26,0.0,4.62,4.6,5.39,7909.389090401785,3.5,1232.82,0.0,1029.19,1338.83,25.8,332.5
12,2003-05-01,612.6963157894737,77.98473684210526,963.59,364.45,1524.182861328125,1.6370407740275066,79.12,1547.6955973307292,51.8,886410.8,4.09,0.0,4.39,4.27,5.26,8132.364281063988,3.4,1199.78,0.0,1023.33,1392.26,29.56,382.3
13,2003-06-01,662.4965,84.5145,974.5,346.4,1631.7509591238838,1.6351700964428129,78.74,1539.7637532552085,52.173,886769.4,4.03,0.0,4.28,4.07,5.28,8895.710425967261,3.4,1194.02,0.0,1008.76,1393.28,30.19,359.7
14,2003-07-01,702.8231818181819,90.10681818181818,993.32,354.35,1716.851357199929,1.8768182396888733,78.88,1502.7537311056385,52.289,886242.9,3.85,0.0,4.15,4.37,5.65,9676.302734375,3.6,1181.59,0.0,995.77,1345.45,30.54,389.6
15,2003-08-01,730.8835,94.0165,1008.01,375.55,1724.8228701636904,1.9021769080843245,79.17,1455.382335844494,52.462,886880.8,3.77,0.0,3.9,4.62,5.87,9884.585611979166,3.5,1178.42,0.0,992.09,1314.49,31.57,456.1
16,2003-09-01,745.7668421052631,95.4242105263158,995.97,385.35,1856.2247546968008,2.5120068391164145,79.5,1406.1833163174715,52.904,891154.2,3.76,0.0,3.83,4.25,5.24,10649.9150390625,3.3,1166.17,0.0,1015.26,1308.85,29.2,419.8
17,2003-10-01,754.0268181818182,97.80227272727274,1050.71,384.25,1907.8912990404208,3.494409986164259,79.73,1374.1880628797744,53.432,885171.7,3.77,3.97,3.93,4.28,5.18,10717.129083806818,3.4,1166.27,0.0,1065.53,1365.5,29.11,496.5
18,2003-11-01,788.6305,102.4185,1058.2,398.15,1939.253687808388,3.5136090203335413,80.1,1360.7564636230468,53.241,896674.7,3.8,4.05,4.23,4.77,5.53,10205.294976128473,3.5,1184.87,0.0,1085.17,1385.52,30.41,529.3
19,2003-12-01,801.8604761904762,103.6909523809524,1111.92,415.45,1956.984541459517,3.6152273199775,80.62,1471.3683922809105,52.801,901818.6,3.79,3.95,4.34,4.87,5.61,10295.98032924107,3.8,1192.95,0.0,1106.05,1464.02,32.52,508.1
20,2004-01-01,845.7372222222223,110.32277777777776,1131.13,402.45,2098.00400390625,4.777392768859864,81.72,1589.9209923377405,52.586,901048.5,3.8,3.87,4.26,4.88,5.67,10892.75740131579,4.0,1184.32,0.0,1112.68,1492.92,33.05,514.4
21,2004-02-01,866.6465000000001,113.613,1144.94,396.15,2048.3600046258225,5.044473648071289,82.74,1681.1685546875,52.693,906803.8,3.78,3.82,4.08,4.83,5.63,10631.92423930921,4.1,1166.69,0.0,1095.65,1473.87,36.16,502.3
22,2004-03-01,876.4804545454546,114.94863636363635,1126.21,426.45,1979.4787013841712,4.4719874962516455,83.54,1708.436820652174,52.8,916675.5,3.77,3.82,3.93,4.58,5.37,11441.080927309782,4.0,1166.34,0.0,1073.06,1430.01,35.76,487.1
23,2004-04-01,907.983,119.0465,1107.3,386.75,2021.3228585379463,4.609387749717349,83.94,1689.5704179243608,52.888,918329.7,3.77,3.8,3.91,4.54,5.29,11960.816638764882,3.7,1150.85,0.0,1071.23,1381.28,37.38,443.5
24,2004-05-01,804.1047368421052,103.64736842105263,1120.68,395.55,1930.0889892578125,4.309285604953766,84.14,1556.7508697509766,52.879,921252.0,3.77,3.81,3.9,4.39,5.07,11037.50830078125,3.5,1177.37,0.0,1048.86,1412.17,39.88,488.9
25,2004-06-01,774.2004545454546,99.68772727272729,1140.84,394.25,2000.97952125186,4.482789175851004,84.06,1465.8769586736505,52.743,927101.8,3.78,3.81,3.91,4.28,4.91,11527.723588423296,3.4,1158.65,0.0,1059.02,1407.31,37.05,485.1
26,2004-07-01,745.9404545454545,96.49772727272726,1101.72,391.05,1912.4242873418896,3.773197162719,84.4,1422.1232743696733,52.603,931581.5,3.78,3.81,3.91,4.19,4.77,11388.59388950893,3.6,1157.66,0.0,1059.14,1420.75,43.8,416.4
27,2004-08-01,767.4331818181818,99.11181818181818,1104.24,409.85,1821.53818026456,2.306428562511097,85.14,1360.154180353338,52.394,936302.7,3.62,3.59,3.7,3.82,4.38,10989.34268465909,3.6,1159.0,0.0,1050.33,1412.07,42.12,371.0
28,2004-09-01,835.0710526315789,107.40736842105264,1114.58,418.25,1884.73095703125,2.2870749973115467,85.49,1368.9434537020595,52.283,946264.9,3.53,3.56,3.52,3.59,4.1,11079.420166015623,3.3,1147.97,0.0,1044.92,1400.99,49.64,384.2
29,2004-10-01,849.8509523809523,109.55714285714284,1130.2,428.55,1938.2523890904015,1.9168706507909865,85.53,1347.2000579833984,52.157,946832.6,3.53,3.56,3.52,3.54,4.01,11012.905517578123,3.4,1144.04,0.0,1049.51,1428.65,51.76,412.3
30,2004-11-01,863.4745454545454,111.58636363636364,1173.82,450.95,2062.8700125558034,1.5504081816900344,85.59,1343.6280905983665,51.926,948780.2,3.36,3.38,3.42,3.42,3.86,10972.996923828125,3.5,1091.19,0.0,1040.99,1416.28,49.13,423.9
31,2004-12-01,872.6027272727272,112.38636363636364,1211.92,438.45,2149.531827059659,1.7270130840214817,84.96,1303.3512971297555,51.71,954714.0,3.28,3.32,3.39,3.28,3.73,11061.316173735118,3.8,1050.91,0.0,1012.47,1408.59,43.45,433.3
32,2005-01-01,900.8838095238096,117.19666666666669,1181.27,422.6,2071.8715087890623,1.6022857010364533,85.78,1236.5023498535156,51.567,958086.2,3.27,3.34,3.47,3.65,4.11,11394.844623766448,4.3,1038.23,0.0,1005.69,1363.74,48.2,404.0
33,2005-02-01,961.8629411764706,125.02941176470588,1203.6,435.65,2065.735769171464,1.583684111896314,85.95,1276.7964618389424,51.732,965151.9,3.27,3.37,3.59,4.19,4.63,11545.295178865132,4.3,1022.43,0.0,974.84,1333.91,51.75,437.2
34,2005-03-01,991.3572727272727,127.71,1180.59,428.35,2030.433643687855,1.407142866741527,86.03,1250.842826511549,51.93,977425.0,3.25,3.31,3.55,4.04,4.48,11809.384055397728,4.1,1007.49,0.0,957.14,1328.62,55.4,417.0
35,2005-04-01,957.0895,123.5,1156.85,434.39,1957.4928617931548,1.6422447987965174,86.27,1199.5730561755952,52.229,982103.7,3.26,3.31,3.52,3.86,4.28,11395.6419921875,3.8,1010.94,0.0,942.59,1308.75,49.72,385.6
36,2005-05-01,939.0157142857142,121.07333333333334,1191.5,417.25,2005.2171572730651,1.951496623811268,85.71,1091.2732364430146,52.512,985474.4,3.3,3.31,3.51,3.71,4.12,11082.379060444078,3.6,1002.21,0.0,939.38,1271.83,51.97,429.0
37,2005-06-01,988.7904761904762,127.67238095238096,1191.33,435.5,2074.017245205966,2.30103891546076,85.32,1084.8735490278764,52.94,995904.3,3.28,3.32,3.51,3.79,4.18,11402.745960582386,3.6,1010.87,0.0,930.05,1229.06,56.5,419.1
38,2005-07-01,1056.8490476190475,136.24238095238096,1234.18,429.8,2145.139001464844,2.445857083797455,85.84,1042.1799577985491,53.379,1004960.2,3.25,3.31,3.51,4.12,4.52,11716.86591796875,3.7,1037.44,0.0,927.21,1249.5,60.57,474.4
39,2005-08-01,1101.780909090909,142.34681818181818,1220.33,435.2,2157.848250679348,3.031739089799964,86.08,1151.2579929517665,53.573,1008802.0,3.25,3.32,3.5,4.33,4.75,12204.975670855978,3.6,1021.17,0.0,921.82,1254.49,68.94,473.8
40,2005-09-01,1168.107619047619,151.7104761904762,1228.81,469.3,2144.6119094122023,3.388299476532709,86.46,1183.1300437233665,53.702,1008223.6,3.25,3.33,3.7,4.52,4.92,12979.37548828125,3.6,1029.33,0.0,927.11,1262.1,66.24,475.3
41,2005-10-01,1194.0825,153.036,1207.01,465.18,2087.092878069197,3.865646169299171,86.69,1129.1447525024414,53.685,1008215.2,3.44,3.55,3.93,4.81,5.2,13392.793017578126,3.6,1046.25,0.0,910.85,1257.99,59.76,432.6
42,2005-11-01,1250.1527272727274,161.0431818181818,1249.48,493.08,2202.835716610863,4.025782312665667,86.44,1101.4346812855113,53.682,1011582.7,3.5,3.6,3.96,5.1,5.5,14368.053564453125,3.3,1041.43,0.0,880.09,1229.01,57.32,481.6
43,2005-12-01,1335.8466666666666,171.9347619047619,1248.29,517.0,2246.087111700149,3.8002040840330578,86.19,1125.4603659889915,53.785,1021591.6,3.69,3.8,4.04,5.06,5.49,15650.833426339286,3.5,1024.15,0.0,863.89,1214.04,61.04,479.5
44,2006-01-01,1382.4533333333334,177.30285714285714,1280.08,568.9,2289.99150390625,3.6832144379615785,86.49,1225.0361938476562,53.964,1027697.4,3.75,3.84,4.15,5.02,5.5,16085.50627055921,3.8,987.03,0.0,854.32,1194.81,67.92,539.1
45,2006-02-01,1344.9595000000002,173.54000000000002,1280.66,561.55,2273.6663111636512,3.674511332260935,86.53,1284.5398236443016,54.208,1034711.9,3.92,4.02,4.25,4.87,5.33,16187.636572265625,4.1,970.22,0.0,822.41,1159.69,61.41,523.2
46,2006-03-01,1332.4822727272729,172.23136363636365,1294.83,583.65,2300.255668308424,3.836770202802575,86.42,1281.6857007897418,54.556,1042293.6,3.98,4.11,4.27,4.93,5.3,16311.54043856534,3.9,975.09,0.0,831.26,1172.83,66.63,499.6
47,2006-04-01,1413.6165,183.536,1310.61,654.42,2338.677361739309,4.228496250353362,86.58,1374.6275512695313,55.038,1048598.6,3.97,4.12,4.33,4.95,5.24,17232.96748046875,3.5,954.44,0.0,814.84,1169.88,71.88,516.9
48,2006-05-01,1392.2465,180.2505,1270.09,645.2,2245.281815962358,4.144155805761164,86.88,1605.5045572916667,55.6,1055855.4,3.96,4.11,4.36,4.78,5.05,16322.239013671877,3.2,941.4,0.0,843.01,1201.65,71.29,464.7
49,2006-06-01,1250.6228571428571,161.5542857142857,1270.2,615.85,2137.413640802557,3.9129221005873247,86.72,1610.2480135830965,55.866,1072886.5,4.16,4.31,4.47,4.89,5.17,14990.307661576704,3.4,955.16,0.0,833.02,1208.68,73.93,441.7
50,2006-07-01,1276.295,165.595,1276.66,636.74,2086.2075012207038,3.3802855610847478,86.99,1687.1857096354167,55.986,1082577.5,4.21,4.33,4.63,4.89,5.18,15147.5541015625,3.4,950.15,0.0,821.39,1206.22,74.4,412.8
51,2006-08-01,1316.263181818182,171.0759090909091,1303.82,627.3,2117.770889945652,2.834285694619884,87.55,1607.115913722826,56.121,1084752.6,4.42,4.5,4.68,4.77,5.1,15786.779127038044,3.4,960.72,0.0,829.71,1230.6,70.26,449.2
52,2006-09-01,1356.872380952381,176.06619047619046,1335.85,598.3,2221.939001464844,3.1393571496009827,87.84,1702.2338053385415,56.392,1098444.2,4.48,4.56,4.64,4.69,5.02,15934.08701171875,3.2,953.68,0.0,814.28,1214.86,62.91,454.7
53,2006-10-01,1356.1284210526314,175.98947368421054,1377.94,606.6,2330.174560546875,3.4833767305720937,87.03,1792.0518439797795,57.151,1110360.9,4.48,4.56,4.57,4.62,4.93,16519.4443359375,3.3,954.23,0.0,803.15,1202.44,58.73,458.1
54,2006-11-01,1401.8768181818182,181.71136363636364,1400.63,648.0,2408.699997674851,4.102925198418753,86.61,1956.04042746804,58.925,1123714.6,4.47,4.57,4.6,4.72,5.05,16101.068994140624,3.2,936.22,0.0,798.03,1205.32,63.13,479.0
55,2006-12-01,1418.6363157894737,183.40105263157892,1418.3,636.7,2431.9080200195312,3.9369999527931214,86.53,2306.7269112723216,60.024,1138295.5,4.49,4.58,4.76,4.82,5.18,16790.213820684523,3.3,925.75,0.0,790.23,1222.79,61.05,467.9
56,2007-01-01,1383.7777272727274,178.44136363636363,1438.24,653.2,2453.1869995117186,3.3363571524620057,86.54,2818.960290527344,60.548,1143814.9,4.63,4.69,4.92,4.97,5.32,17286.32421875,3.6,936.36,0.0,777.94,1216.97,58.14,458.9
57,2007-02-01,1430.5326315789473,185.70315789473685,1406.82,669.35,2479.864193564967,3.2796241233223364,86.59,2810.68369140625,60.768,1154108.8,4.6,4.68,4.95,4.91,5.28,17741.230982730263,3.7,937.02,0.0,776.82,1225.14,61.79,473.5
58,2007-03-01,1430.6799999999998,184.9233333333333,1420.86,663.79,2401.490866921165,3.159740209579468,86.96,2990.483609286221,60.88,1162429.3,4.6,4.69,4.94,4.79,5.2,17128.3671875,3.5,943.26,0.0,804.82,1249.37,65.87,465.6
59,2007-04-01,1516.5261904761903,195.44190476190477,1482.37,678.45,2499.568005371094,3.315714406967163,87.57,3537.1156296502977,60.959,1165291.0,4.68,4.78,4.95,4.94,5.34,17469.809375,3.4,931.5,0.0,783.65,1257.65,65.71,492.9
60,2007-05-01,1610.2438095238097,207.0923809523809,1530.62,660.5,2562.1409024325285,3.1681818528608843,88.06,4083.424275716146,60.979,1171148.4,4.62,4.74,5.04,5.1,5.49,17595.135788690477,3.2,927.91,0.0,768.53,1254.11,64.01,488.3
61,2007-06-01,1754.4364999999998,222.962,1503.35,649.65,2595.3961821056546,2.945918219430106,88.24,4012.633079892113,61.062,1190080.2,4.54,4.67,5.03,5.24,5.64,18001.366164434523,3.2,928.32,0.0,757.05,1244.93,70.68,501.2
62,2007-07-01,1906.112380952381,242.59761904761905,1455.27,664.3,2655.0762067522323,2.719931965782529,88.35,4016.0446333451705,61.221,1200892.7,4.67,4.77,5.05,5.35,5.75,17974.767764136905,3.3,918.85,0.0,755.57,1260.03,78.21,499.1
63,2007-08-01,1821.5786363636364,229.93727272727276,1473.99,673.4,2539.4987156080165,2.4749689516813858,88.3,4848.740128226902,61.336,1208052.8,4.91,5.04,5.21,5.28,5.7,16460.954695991848,3.1,933.8,0.0,799.84,1272.4,74.04,497.4
64,2007-09-01,1879.427647058824,238.15058823529407,1526.75,743.6,2634.4699964021383,2.705864793375919,88.72,5360.101416015625,61.498,1219265.1,4.97,5.12,5.34,5.39,5.85,16235.387803819443,3.0,932.41,0.0,810.55,1291.19,81.66,500.1
65,2007-10-01,2003.4827272727275,253.65727272727275,1549.38,796.59,2780.4156547214675,3.38254655962405,88.9,5824.120334201389,61.656,1229742.1,5.0,5.13,5.34,5.42,5.98,16903.359241832386,3.0,915.86,0.0,790.74,1303.27,94.53,463.4
66,2007-11-01,1932.3836363636365,243.86090909090908,1481.14,783.75,2662.8023507254466,3.472176903770084,89.27,5265.593195134943,61.823,1250790.1,5.0,5.14,5.43,5.54,6.16,15543.764229910714,3.0,916.98,0.0,826.2,1345.6,88.71,414.6
67,2007-12-01,1904.6066666666663,242.93888888888887,1468.36,833.92,2661.5484985351563,3.5752857327461243,89.63,5069.587744140625,61.91,1269522.5,4.99,5.18,5.73,5.89,6.73,15545.065738075658,3.1,930.24,0.0,828.42,1355.24,95.98,408.0
68,2008-01-01,1742.5054545454548,219.5459090909091,1378.55,925.99,2418.093796502976,3.338571412222726,90.13,5045.941827947443,62.08,1286407.8,4.99,5.16,5.81,5.44,6.64,13731.306897615132,3.3,942.39,0.0,872.92,1386.21,91.75,359.0
69,2008-02-01,1688.913888888889,214.8705555555556,1330.63,974.17,2325.825537109375,3.951571476459504,90.97,4452.659118652344,62.271,1309161.7,4.97,5.13,5.28,5.06,6.27,13547.8400390625,3.5,944.69,0.0,880.57,1395.43,101.84,348.0
70,2008-03-01,1653.3238095238096,209.78619047619048,1322.7,916.88,2254.818041992188,4.8792143106460575,92.15,3915.3468656994046,62.746,1324032.7,4.97,5.17,5.25,5.15,6.13,12602.92646484375,3.4,979.86,0.0,972.3,1519.51,101.58,343.9
71,2008-04-01,1775.0004761904763,228.1290476190476,1385.59,877.55,2368.0995538884945,5.08422082120722,94.11,3397.291968936012,63.294,1339434.9,4.99,5.17,5.38,4.98,5.91,13357.69907924107,3.2,986.66,0.0,962.35,1555.05,113.46,385.2
72,2008-05-01,1846.4047368421052,237.24947368421053,1400.38,886.5,2483.240966796875,4.41843521027338,96.0,3551.740173339844,63.679,1356612.9,4.99,5.13,5.36,5.28,6.22,13995.33359375,3.1,1036.73,0.0,994.18,1614.55,127.35,415.2
73,2008-06-01,1760.2855,224.4745,1280.0,925.4,2427.4542875744046,4.367619003568377,97.54,2995.7494506835938,64.064,1369728.1,4.93,5.11,5.36,5.7,6.68,14084.601004464286,3.1,1029.27,0.0,963.02,1601.73,140.0,368.2
74,2008-07-01,1574.9634782608698,200.7195652173913,1267.38,914.07,2278.137284712358,4.0175323919816455,99.44,2802.170707370924,64.314,1378914.3,4.98,5.14,5.52,5.96,6.99,13168.90860262784,3.1,1019.12,0.0,954.22,1606.74,124.08,340.9
75,2008-08-01,1543.168,197.0255,1282.83,831.15,2389.267159598214,4.368843510037377,99.16,2496.4717145647323,64.442,1386101.1,5.21,5.39,5.77,5.77,7.11,12989.35142299107,3.1,1041.54,0.0,953.03,1561.56,115.46,352.8
76,2008-09-01,1440.0823809523808,186.51428571428573,1166.36,870.95,2205.65808686756,4.34653055100214,98.75,2164.094482421875,64.591,1395719.2,5.21,5.39,5.79,5.81,7.46,12123.529052734377,3.0,1130.4,0.0,1060.6,1627.55,100.64,306.9
77,2008-10-01,1214.834090909091,156.81545454545454,968.75,724.55,1730.3195588485055,3.345838432726653,98.49,1933.8010314941407,64.557,1403984.2,4.89,5.17,6.03,5.09,7.95,9117.034157492895,3.0,1326.92,0.0,1327.1,1765.31,67.81,239.5
78,2008-11-01,1070.565,140.418,896.24,818.05,1542.6957815069902,3.127894690162257,96.2,1876.0152160644527,64.297,1426165.1,4.0,4.47,5.62,4.97,8.56,8531.449815538195,3.0,1390.09,0.0,1435.06,1768.9,54.43,198.2
79,2008-12-01,1115.8419047619047,145.6709523809524,903.25,882.05,1525.8904529918325,3.866947921839627,94.58,1950.8965533712635,63.833,1436298.3,3.27,3.99,4.68,3.97,8.35,8463.615141369048,3.3,1373.84,0.0,1503.28,1846.09,44.6,212.2
80,2009-01-01,1152.5905263157897,150.92,825.88,927.85,1537.2004943847655,4.595642709732056,94.31,1936.9030029296875,63.479,1440275.8,2.43,3.05,3.22,3.44,7.34,8331.489514802632,3.6,1346.1,0.0,1487.18,1793.82,41.68,208.3
